Coin,Price,1h,24h,7d,24h Volume,Market Cap
"UPTOS
UPTOS",0.059862,1.3,8.3,53.2,7350.65,648194
"Good Games Guild
GGG",0.01622,0.7,3.0,19.6,88348.92,647830
"LootBot
LOOT",0.0993,0.5,0.9,11.9,232179.0,646358
"Coconut Chicken
$CCC",6.912e-05,0.3,10.6,1.1,10732.14,645583
"MYSTCL
MYST",92.14,4.0,1.6,7.7,5710.8,644973
"His name gort
GORT",0.0006429,0.1,3.3,40.7,30912.41,644786
"Playermon
PYM",0.001278,0.0,7.7,20.1,5595.45,644413
"JAK
JAK",0.0006382,2.3,2.8,0.6,130975.0,644276
"Fyde
FYDE",0.03741,0.4,1.2,37.4,110346.0,644005
"lenda on chain
LENDA",0.0006438,2.1,12.3,86.2,53139.9,643748
"Bonsai3
SEED",0.001217,,,,1.09,642964
"DAOhaus
HAUS",0.6439,,0.2,0.9,9.86,643866
"Graviton
GRAV",0.0006104,0.2,0.9,1.2,348.92,641524
"Tradetomato
TTM",0.006807,0.0,1.4,6.0,770.24,641322
"Zaros
ZRS",0.006441,0.1,1.9,0.9,39827.77,640644
"intellika AI
INTAI",0.0006406,3.7,1.1,12.9,39289.03,640561
"SolXenCat
XENCAT",0.0006402,3.2,9.9,118.9,38186.89,640192
"Dohrnii
DHN",0.00172,6.8,14.1,105.3,2628.6,639788
"GroveCoin
GRV",0.008579,0.0,0.2,41.9,7031.29,638760
"Flash
FLASH",0.006378,0.4,3.4,28.2,5258.79,638101
"Cybria
CYBA",0.0007919,0.0,2.2,3.9,79759.62,637690
"Tranche Finance
SLICE",0.03655,0.0,1.6,11.5,27.85,636700
"BULLS
BULLS",0.000713,,,,62.03,712960
"Floos
FLS",0.000687,0.1,2.8,7.3,9874.65,634635
"Unitrade
TRADE",0.01773,0.2,21.1,42.5,524.63,634545
"BeffAI
$BEFFAI",0.0006336,0.5,5.3,19.2,18750.54,633811
"Spice
SPICE",0.006338,1.0,6.9,21.0,10626.54,633932
"PointPay
PXP",0.02106,0.1,9.5,23.5,1627.24,631793
"LE7EL
L7L",0.003366,,2.3,8.9,58.96,632981
"Based Fwog
FWOG",0.056316,6.0,28.3,14.3,82125.61,631586
"KI
XKI",0.00108,6.5,10.9,27.1,496.89,631457
"ALINA AI
ALINAINTEL",0.0006283,1.7,28.9,17.8,183448.0,631040
"Stooges
STOG",0.0002095,0.1,1.2,9.6,132176.0,629213
"Samsunspor Fan Token
SAM",0.3933,1.4,1.1,9.4,23435.39,628705
"The Ticker Is ETH
ETH",0.0006287,2.3,44.8,35.8,50478.94,628620
"Cleopatra
CLEO",21.75,0.3,3.0,7.8,2.56,628170
"Metaverse ETP
ETP",0.007304,0.7,3.3,5.3,55570.34,627435
"Adillo
ADILLO",0.0006325,0.9,4.9,13.1,31524.57,627402
"Kitten Wif Hat
KWIF",0.0006227,17.3,117.0,423.5,254639.0,627271
"Bonkey
BONKEY",0.0007172,1.7,16.6,9.5,9950.75,626984
"WANDER
WANDER",0.00442,0.2,1.6,14.9,517.22,627156
"brainrot
ROT",0.0006248,11.2,15.9,38.0,59559.98,626554
"Glacier Network
GLS",0.005336,1.1,16.9,54.4,550841.0,625699
"Unique Network
UNQ",0.00255,0.1,0.3,7.0,346.33,625159
"Melega
MARCO",0.001024,0.1,1.1,0.9,20.24,624862
"Breakout Bro by Virtuals
BOB",0.0006239,2.6,16.3,48.5,32816.23,623875
"GOON
GOON",0.0006226,0.8,8.0,22.9,3282.96,622562
"Just a chill guy (ETH)
CHILLGUY",0.0006215,0.7,9.6,17.5,12188.57,621477
"88mph
MPH",0.519,0.8,14.7,12.8,442.49,619467
"Hoops
HOOPS",0.0006548,,,,295.61,654843
"Based Butthole
BUTTHOLE",0.056191,2.2,17.2,68.4,66456.09,619103
"Jarvis AI
JARVIS",0.0006159,12.7,56.9,,380564.0,618330
"Hana
HANA",6.938e-05,15.8,8.9,21.1,1704619.0,618498
"Meme AI Coin
MEMEAI",0.0008493,1.5,7.8,8.4,93514.36,618350
"WEWE
WEWE",0.0006168,0.4,1.8,23.0,133525.0,618071
"Binamon
BMON",0.003632,0.1,0.0,4.5,146.48,618004
"Degen Zoo
DZOO",0.001468,0.2,1.6,47.8,2230.55,617351
"Chitan
CHITAN",0.0006255,0.6,3.1,16.6,4547.24,617253
"PAC Protocol
PAC",3.567e-05,,,,0.0001106,622308
"EBERT
EBERT",0.001385,2.7,19.1,54.5,8754.38,615712
"Dimecoin
DIME",0.051059,0.4,6.0,0.6,446.19,615241
"Decentralized Cloud Infra
DCI",0.06148,0.1,2.0,2.3,2754.2,614904
"W3GG
W3GG",0.01574,0.1,0.3,0.6,55152.53,612518
"BULLIEVE
BULLIEVE",0.0006098,1.1,2.8,5.5,1476.4,611652
"X
X",0.0001876,0.2,44.1,26.7,894.57,611765
"SoBULL
SOBULL",0.0006112,,0.8,7.0,22.58,611234
"Good Morning!
GM",0.0006106,0.4,1.0,17.4,4608.22,610608
"CRYORAT
CRYORAT",0.07481,0.2,4.8,17.9,9554.63,607736
"DegenX
DGNX",0.029,1.2,1.2,3.1,340.58,607174
"MetaDOS
SECOND",0.0002256,0.2,1.1,24.3,266106.0,606927
"What in Tarnation?
WIT",0.0006255,0.6,4.6,30.8,14655.23,606708
"Us Usach
USACH",0.0006055,0.6,0.6,0.8,1439.39,605477
"Para
PARA",1.75e-05,,,,194.64,607092
"Siren
SI",0.02685,,,,3.29,602694
"Suiba Inu
SUIB",0.0006046,0.6,6.6,17.1,1013.29,604984
"Bolt
BOLT",0.0006038,,1.8,7.6,82.51,603151
"GORILLA ARMY
GORILLA",0.0007089,0.2,2.8,17.3,449.29,602743
"MARBITZ
BITZ",0.0006022,0.3,0.9,5.9,2984.6,602234
"Goatseus Act II
GOATSEUS",0.0005959,,,,1589.25,595889
"Verified USD
USDV",0.9953,0.1,0.2,0.2,7560.0,601155
"Terracoin
TRC",0.02619,1.2,3.0,4.2,4973.54,600969
"Riecoin
RIC",0.008752,0.1,0.1,0.7,364.11,600025
"Toki
TOKI",0.081449,4.6,2.1,6.4,62260.8,600101
"Internosaur
$INTERN",0.0006505,0.9,8.3,24.3,32949.41,599621
"WONG
WONG",0.0006002,0.0,44.5,42.1,8877.0,599375
"Biaoqing
BIAO",0.0005955,11.9,2.3,28.4,81057.94,598247
"Remint
RMT",0.0005975,0.0,23.9,13.5,23563.74,597468
"Doge Inu
DINU",0.081198,0.8,3.5,8.3,182.53,596843
"Meta Bitcoin Super
MBTCS",3.68,,,,5039.17,615775
"Rockswap
ROCK",0.06456,1.0,3.3,19.9,520.73,595039
"Wombat
WOMBAT",0.0001853,5.5,20.2,37.6,2501.29,593866
"ZMINE
ZMN",0.01447,0.1,0.2,0.8,9617.83,592993
"ChainNet
CNET",0.005919,6.0,12.7,11.0,6673.35,591941
"Antitoken
ANTI",0.0005911,4.8,5.4,5.7,37552.46,591382
"Krex
KREX",2.803e-05,0.3,4.0,28.0,31996.94,591247
"Bitcat
BITCAT",0.0005907,0.5,0.2,39.3,463690.0,590886
"Wif - SecondChance
WIF",0.0007352,0.2,2.5,15.2,2926.73,590419
"BIRDSPING
PING",0.05589,0.2,1.0,17.0,30124.54,589037
"KleeKai
KLEE",0.0115886,0.2,0.1,0.1,977.92,588576
"Niftyx Protocol
SHROOM",0.01142,1.0,3.1,1.5,43177.34,588237
"HOKK Finance
HOKK",0.0001755,0.3,0.1,14.4,11.21,588043
"XP Network
XPNET",0.001019,0.0,0.6,2.7,492.11,587652
"BonkersMemeToken
BONKERS",0.0006009,0.1,0.5,9.1,314043.0,587633
"DEEPSPACE
DPS",0.009823,2.5,1.0,4.0,3712.07,587180
"degenOS
DEGENOS",0.055872,1.0,21.8,,33945.1,586981
"Nerva
XNV",0.03086,0.2,3.0,0.9,337.67,586395
"Catgirl
CATGIRL",0.0101642,0.4,3.2,11.4,2328.85,585695
"TeddyOnHeels
TOH",0.0006198,0.7,1.6,54.5,404.39,585681
"PandaFi
PFI",0.0005849,0.3,3.5,28.9,2762.81,584874
"Kryptomon
KMON",0.0006183,0.1,1.7,20.2,50888.11,584087
"Book of DYOR
DYOR",0.0005829,0.2,1.0,1.7,1270.55,583825
"Satoxcoin
SATOX",0.0001624,0.4,2.6,0.7,132900.0,583936
"QuiverX
QRX",0.006391,,,,218.46,582256
"Ociswap
OCI",0.01278,0.6,6.7,26.0,1235.21,582315
"PEAKDEFI
PEAK",0.0003504,0.2,1.2,3.6,3365.82,580925
"Planet Hares
HAC",0.001995,,,,1230.18,579286
"Ribbit Meme
RIBBIT",0.081377,0.9,7.2,4.2,32419.32,579342
"Denarius
D",0.064,,,,24.85,572198
"Spain National Football Team Fan Token
SNFT",0.02633,4.1,1.3,2.3,58890.13,576907
"Curecoin
CURE",0.01879,,,,0.4134,583549
"Metastrike
MTS",0.002166,0.6,7.9,25.6,52056.81,576181
"Mona Arcane
MONA",0.000573,1.2,3.9,29.0,612926.0,576125
"GrimGold
GG",0.0007415,0.2,5.4,25.7,2762.4,575418
"Hedgy the hedgehog
HEDGY",0.008054,1.8,1.4,23.8,678.57,575401
"SolARBa
SOLARBA",1.48,0.1,2.1,2.6,11997.72,574490
"Okcash
OK",0.006401,0.1,0.9,6.1,42.12,574010
"TrackedBio
TRACKEDBIO",0.0005763,0.0,22.6,25.6,96420.91,573297
"Granary
GRAIN",0.002384,0.0,5.0,25.3,24.75,573194
"Omega
OMEGA",0.0005726,11.7,21.7,15.1,15664.7,572559
"Roobee
ROOBEE",0.0004746,0.0,1.5,1.4,157321.0,571656
"OmniAgent
OMAGENT",0.0005707,0.2,1.8,4.9,674.73,570904
"Tiny Fren
SMOL",0.05739,3.2,4.5,47.1,32693.38,571080
"Lyra Finance
LYRA",0.0009155,0.0,1.8,2.3,81.05,570947
"MoonBag
MBAG",0.057999,0.1,0.7,13.8,44201.8,570567
"Agent Rogue
ROGUE",0.0005707,3.6,6.5,26.4,92439.59,570708
"Linda
LINDA",0.056108,0.5,0.5,3.2,541.54,570097
"Shrub
$SHRUB",0.000565,0.2,13.1,25.8,105267.0,567217
"Zeitgeist
ZTG",0.01084,0.3,0.1,6.8,143.99,567179
"BlockCentral Token
BLOC",0.008601,,1.0,1.0,419.2,567492
"PSYOP
PSYOP",0.0005679,0.5,1.8,16.9,6789.67,566808
"HedgeFi
HEDGE",0.0005662,0.2,19.0,4.6,8331.87,566338
"Wall Street Games
WSG",0.002337,0.1,1.9,3.9,1590.86,566348
"MeAI
MEAI",0.004624,2.0,3.4,9.2,156279.0,565107
"OFFICIAL BABY TRUMP
BTRUMP",0.0005635,0.5,15.4,,233014.0,563403
"Energiswap SOL (Energi)
ESOL",255.99,0.2,1.1,5.9,46.92,563170
"Degen AI by Virtuals
DGENAI",0.0008031,0.7,8.0,43.7,4171.65,562175
"darksun
BINARY",0.0005617,0.9,7.8,4.1,25969.12,561697
"Hello Pets
PET",0.02855,0.1,0.3,2.2,55065.01,561170
"Terraport
TERRA",0.004743,4.3,0.9,2.7,7030.98,560715
"SUMI
SUMI",0.0005653,20.5,102.6,77.9,22804.29,560729
"AuditAI
AUDAI",0.00778,0.2,6.5,180.7,1115.41,560346
"US Degen Index 6900
DXY",0.0005614,0.2,6.9,28.5,26043.33,560002
"AXI
AXI",0.00056,0.1,0.2,16.7,3427.96,559984
"SYNO Finance
SYNO",0.003393,0.1,0.6,5.3,1560.19,559851
"Raft
RAFT",0.0004681,0.0,0.8,14.3,1217.65,559546
"Game Meteor Coin
GMTO",0.0004177,0.0,1.1,1.1,17389.6,559583
"Ape Man
APEMAN",0.051328,4.0,51.4,28.0,36665.05,558622
"ZKGPT
ZKGPT",0.0005562,0.4,15.1,54.0,31802.53,558192
"Engines of Fury
FURY",0.05648,0.3,4.2,25.6,1941364.0,558334
"PEEKING DUCK
QWACK",0.0005558,0.6,2.3,,35044.41,557657
"SALT
SALT",0.006369,0.2,0.0,1.9,910.04,557311
"ADA
ADASOL",0.0005572,0.3,2.1,40.7,45893.67,557135
"Bismuth
BIS",0.01511,2.1,1.0,6.5,308.21,554769
"greg16676935420
GREG",0.0005543,0.0,22.1,6.0,33907.11,554290
"Wagerr
WGR",0.002128,0.0,0.5,1.7,9.84,554388
"BROKIE AI
$BROKIE",0.0005543,0.2,13.6,68.8,58741.45,554330
"Nonja
NONJA",0.0005538,1.0,4.1,19.4,1509.53,553827
"HYENA
HYENA",0.531,2.1,2.6,48.7,15915.48,552939
"WickedBet Casino
WIK",0.01271,0.8,0.9,11.1,134.45,553203
"Bro the cat
BRO",0.0005528,1.5,6.1,32.0,344700.0,553039
"Ember Sword
EMBER",0.003925,0.1,1.7,26.4,1755.81,552471
"Apexrom
APR",0.001215,0.0,0.8,,3502.8,552256
"VEMP
VEMP",0.001816,1.5,10.1,13.9,368161.0,550947
"Suijak
SUIJAK",5.475e-05,0.7,6.0,6.0,2925.01,548584
"Tori the Cat
TORI",0.0005481,0.1,0.8,5.1,3.97,548074
"Particle Trade
PTC",0.02739,6.7,30.8,128.9,260779.0,547877
"GlobalBoost
BSTY",0.02319,0.0,0.9,16.6,1.12,547632
"BUTTCOIN
BUTTCOIN",0.0005472,4.7,4.9,44.5,260996.0,547344
"Bomb Crypto (BNB)
BCOIN",0.006998,0.2,3.5,26.9,4243.97,547486
"WeeDE
$WEEDE",0.0005488,,3.1,10.1,1083.81,548774
"Protocol Monsters
PMON",0.09345,3.4,6.6,11.9,3756.14,547164
"Speciex
SPEX",0.002511,2.4,25.2,60.1,25766.91,546035
"Museum of Crypto Art
MOCA",0.2083,0.0,0.7,53.6,1143.92,545307
"Rook
ROOK",0.7165,0.8,3.7,14.4,2086.69,545370
"Fabwelt
WELT",0.002526,2.7,7.2,7.4,122964.0,545139
"TIME
TIME",0.051171,0.1,1.3,14.3,245907.0,545191
"Brazil National Football Team Fan Token
BFT",0.01913,1.7,3.4,3.8,57485.62,544842
"Phuture
PHTR",0.008757,3.7,0.0,3.3,1550.53,544356
"SUICY the Seal
SUICY",0.000543,1.8,92.8,33.8,42392.33,541850
"Stride Staked Juno
STJUNO",0.3055,0.2,18.6,27.5,1125.5,541912
"ghffb47yii2rteeyy10op
GHFFB47YII2RTEEYY10OP",0.055409,2.4,12.7,12.3,15770.2,540884
"Arcona
ARCONA",0.0358,0.5,502.4,296.6,36512.43,540049
"The Resistance Cat
$RECA",0.05483,0.1,1.4,1.5,52609.31,539629
"Nothing
NOT",0.071009,0.6,1.1,22.8,2644.81,539669
"Titan Trading Token
TES",0.03696,3.7,1.5,6.3,53953.87,538730
"HarambeCoin
HARAMBE",0.065396,0.1,0.3,4.6,3.91,537517
"BaseHoundBot by Virtuals
$HOUND",0.0005958,1.8,24.5,54.1,27662.97,537140
"StareCat
HELIA",0.0005345,0.0,39.8,0.7,40786.6,535453
"B20
B20",0.1069,,,,75.42,531710
"Covesting
COV",0.02879,,,,2.03,539195
"CompX xUSD
XUSD",0.9385,0.2,0.9,2.4,3022.04,533740
"Revolt 2 Earn
RVLT",0.0882,0.0,0.7,3.7,69.45,533569
"ACryptoS [OLD]
ACS",0.319,0.2,0.8,3.4,4.43,533127
"DOGAI
DOGAI",0.0005328,0.8,0.3,14.8,11437.76,532682
"QLix
QLIX",0.5321,0.2,1.3,64.5,5278.98,532110
"PlotX
PLOT",0.005104,2.5,11.1,7.6,74534.16,532091
"Slop
SLOP",0.0005322,0.5,0.8,23.8,132340.0,532150
"Fractal
FCL",0.004332,0.2,0.5,30.4,1.51,531001
"Stride Staked Injective
STINJ",28.91,0.3,0.7,7.9,172017.0,529192
"Boppy The Bat
BOPPY",0.081256,1.7,22.1,18.7,16420.57,528402
"LUMI
LUMI",0.0005281,0.7,2.3,13.3,967.24,528085
"Zunami Governance Token
ZUN",0.0151,0.0,7.4,14.3,1894.1,527728
"New Order
NEWO",0.0032,,,,257.01,542948
"Bitcoin Plus
XBC",2.1,0.0,0.2,48.3,37.77,526369
"Gold Reserve
GOR",0.001226,0.1,3.0,11.9,5890.5,526299
"Blocto
BLT",0.002235,0.0,7.1,18.2,4120.81,525764
"MPX6900
MEME",0.0005255,0.9,1.9,28.1,21621.25,525414
"AI Virtual Agents
AIVIA",0.0005249,6.3,21.7,34.8,52907.52,524915
"can you see?
MOON",0.0005411,2.2,12.7,36.4,27322.54,524872
"Olyverse
OLY",0.0002445,,,,654.02,525045
"xHaven
XVN",0.0101,1.6,4.5,9.9,1123.95,523638
"BOSSU
BOSSU",0.0005218,0.1,3.6,18.5,54056.37,523549
"Invest Zone
IVFUN",0.0005158,1.6,2.4,54.7,67029.37,523782
"Flicker
FKR",0.004371,0.9,2.0,4.0,4501.36,522592
"School Hack Coin
SHC",0.002049,2.0,13.1,29.7,641.61,521671
"Protoken
PRO",0.0005207,3.0,6.8,1.8,44309.7,520649
"BookOfBullrun
$BOOB",0.000531,0.2,0.2,6.7,68.57,520327
"Octus Bridge
BRIDGE",0.0817,,,,9.7,519345
"Fringe Finance
FRIN",0.00052,0.0,3.6,1.4,147692.0,519954
"Forest Knight
KNIGHT",0.01124,0.2,0.7,5.8,2106.11,519788
"Doggo
DOGGO",0.051232,0.7,7.2,19.6,411144.0,518369
"OG Peanut
PEANUT",0.0005155,0.7,3.1,57.1,53931.54,517170
"Spectre
SPR",0.001974,0.7,10.3,16.5,7533.73,516721
"Silly Goose
GOO",0.0005165,0.0,1.1,18.4,498.91,516475
"PERI Finance
PERI",0.03817,0.7,1.9,5.5,728.66,515395
"Gifto
GFT",0.00023,0.0,60.0,69.3,24.22,515227
"Hokkaidu Inu
$HOKK",0.0115199,2.4,6.0,6.6,970.31,515159
"cat girl
CATGF",0.0005149,0.7,0.3,25.6,12288.57,514844
"Looby by Stephen Bliss
LOOBY",0.0005394,0.3,3.4,39.5,28894.07,514255
"PEPE 0x69 ON BASE
PEPE",0.081222,0.3,7.3,23.5,38889.7,514184
"Cora
CORA",0.0005831,0.3,10.1,7.8,8516.68,513963
"BnkToTheFuture
BFT",0.00156,,1.6,5.4,683.76,514740
"IDRX
IDRX",6.115e-05,0.0,0.2,0.2,25.36,513937
"Zygo The Frog
ZYGO",0.0005148,1.2,7.0,196.1,244753.0,513809
"BeamSwap
GLINT",0.0002651,0.1,0.7,8.2,7233.28,513057
"Le Bleu Elefant
BLEU",0.0005138,1.4,27.3,6.4,13513.84,512733
"EXMO Coin
EXM",0.007534,0.2,3.8,2.5,4207.97,512350
"Blu
$BLU",0.0005097,0.1,0.1,7.6,131599.0,511167
"GSENetwork
GSE",2.555e-05,0.0,14.7,3.2,44.78,510949
"Build
BUILD",0.051094,0.1,0.8,15.2,2060.5,510919
"Ton Tycoon
TTC",0.062696,4.8,29.1,33.7,11426530.0,510560
"Fenix
FNX",0.02533,0.3,2.8,38.3,3297.33,510214
"MyanCat Coin
MYAN",0.0005096,0.0,0.4,0.2,2.98,509560
"FOAM
FOAM",0.001432,0.0,0.1,25.8,50.84,509084
"Gatsby Inu
GATSBY",0.0005099,,2.6,49.2,425.2,509946
"X World Games
XWG",0.0001484,0.1,0.4,0.3,29270.71,508170
"America
AMERICA",0.0005057,1.6,56.8,87.9,62596.53,507437
"2077 CODE
2077",0.0007955,0.6,2.4,11.4,20583.34,506694
"Landwolf
WOLF",0.081205,6.2,15.9,13.1,14253.53,506762
"Croatian FF Fan Token
VATRENI",0.4401,0.0,2.6,2.1,10.79,506678
"MetaFight Token
MFT",0.07096,0.0,0.2,2.4,1552.79,506251
"Styro Steve
SS",0.0005053,5.2,30.0,60.4,469446.0,505341
"TiFi
TIFI",0.08779,0.0,0.4,0.7,50508.23,505324
"Beoble
BBL",0.002354,1.1,2.8,13.0,854925.0,504179
"Autist
AUTIST",0.8916,0.3,4.6,51.0,1958.9,503838
"dancing triangle
TRIANGLE",0.000529,8.1,2.4,22.2,78330.46,503729
"Baby DragonX
BDX",0.054676,2.1,2.6,16.0,180.95,503361
"Fely
FELY",5.666e-05,0.1,0.8,6.5,43.76,503456
"Raini
$RAINI",0.001035,0.2,30.5,83.1,146.78,503359
"NAWS.AI
NAWS",0.0002521,0.4,2.8,24.1,71956.94,502600
"SHITCOIN
SHITCOIN",0.0005025,0.8,2.2,19.2,74283.43,502434
"Meme Alliance
MMA",0.005872,0.1,6.0,16.2,7514.7,501779
"End Federal Reserve
EFR",0.0005012,0.2,2.0,79.8,2251.68,501345
"My Bro
BRO",0.08119,1.1,0.7,6.7,1196.09,500776
"Flat Earth
FLAT",0.0006634,0.3,1.7,62.2,2332.53,500682
"CAPPYBARA
CAPPY",0.0004988,0.4,1.8,9.1,6746.76,499036
"Matt Furie
MATT",0.051186,0.4,0.1,11.9,67439.6,499023
"Ideaology
IDEA",0.0009975,0.6,1.7,27.5,228598.0,498747
"Lolcat
LOLCAT",0.0004989,0.1,2.7,40.7,1218.39,498848
"Lord Of SOL
LOS",4.987e-05,0.3,0.1,6.3,479441.0,498715
"King Shiba
KINGSHIB",0.001285,2.2,1.8,15.4,690.3,498328
"Grai
GRAI",0.9644,0.1,0.7,1.6,3950.9,498001
"Game of Memes
GOME",0.000763,2.8,2.0,15.9,88833.66,497121
"Bread
BRD",0.005807,,,,0.0005807,498133
"Boton AI
BOTON",0.0004967,0.2,5.5,6.7,3526.28,496721
"Equilibria
XEQ",0.008152,0.1,22.5,24.6,3855.99,496315
"Wasder
WAS",0.0008309,1.0,1.2,32.8,228874.0,495613
"Traxx
TRAXX",0.002029,0.0,0.5,0.7,151080.0,495149
"Cashtree Token
CTT",0.0003397,0.9,0.2,18.0,79729.16,493760
"Alvey Chain
WALV",0.004228,0.0,1.4,7.1,273007.0,493757
"McLaren F1 Fan Token
MCL",0.01276,1.0,0.1,17.8,4940.32,493725
"Vestate
VES",0.003431,0.1,5.6,19.7,292964.0,492880
"Sono Pazzi Questi Romani
SPQR",0.0004928,0.2,9.0,8.2,18715.41,492564
"PIGU
PIGU",0.054923,0.7,2.3,35.3,1203.59,492462
"Yup
YUP",0.01109,2.0,4.7,0.6,9192.12,492151
"Shih Tzu
SHIH",0.094916,,1.0,4.0,27.25,491584
"AgentMe
AGME",0.000491,0.7,8.8,13.2,33330.67,491071
"Land Wu
LANDWU",0.081167,0.2,3.5,14.2,1316.23,490845
"Ben
BEN",0.081197,,,,27.02,503564
"Kitty Inu
KITTY",0.066699,0.2,3.9,7.9,43.58,490326
"Gameflip
FLP",0.008681,1.4,1.7,1.8,74.06,489602
"Ripio Credit Network
RCN",0.0009216,0.8,14.7,53.9,46.62,489299
"WAWA CAT
WAWA",0.000489,0.6,18.6,44.6,34131.1,489123
"Realm
REALM",0.0005017,0.1,2.1,16.2,10217.87,489237
"Spike
SPIKE",0.051236,0.2,3.1,4.3,377.05,488934
"Fable Of The Dragon
TYRANT",0.04889,,1.4,5.2,542.48,488858
"Keyboard Cat
KEYCAT",0.0004898,3.5,20.1,11.8,67629.93,488746
"HarryPotterTrumpHomerSimpson777Inu
ETHEREUM",0.0004931,0.2,4.2,6.2,2557.48,488099
"Unio Coin
UNIO",0.0008614,3.1,17.7,20.0,415170.0,487916
"CROY AI
CROY",0.0005286,0.7,7.5,26.7,60834.51,486794
"Oracle AI
ORACLE",0.0005352,2.3,15.3,1356.4,66608.67,486605
"RUNES•X•BITCOIN
✖",0.052316,0.4,0.4,0.2,143291.0,486348
"Bankless DAO
BANK",0.000589,0.2,6.6,9.6,137.7,486168
"The Cocktailbar
COC",9.68,0.2,0.1,1.2,100.91,484326
"InsightX
INX",0.00236,0.2,0.1,24.8,240.19,484282
"Codex Multichain
CODEX",0.004833,0.2,1.2,10.4,120.12,483436
"Basic Dog Meme
DOG",0.0004833,1.5,1.9,9.7,4963.95,483311
"Wigl
WIGL",0.09034,0.0,0.1,3.9,1212.07,483034
"peanie
PEANIE",0.0004832,1.0,3.3,31.5,18185.37,482755
"Multi Asset Investment Vehicle
MAIV",0.000411,0.0,2.3,32.3,3311.29,482557
"ISTARAI by Virtuals
ISTAR",0.0004842,0.0,5.0,,2548.23,482178
"Glitch Gremlin AI
GREMLINAI",0.0004814,1.0,13.0,46.5,46295.37,481425
"Hourglass
WAIT",0.004922,0.1,1.8,2.3,232.64,481205
"PinkMoon
PINKM",0.081317,,0.3,3.4,7.82,479993
"DICE
$DICE",0.002184,0.5,13.4,22.9,8758.57,479874
"GM
GM",0.051004,0.0,6.9,11.5,55438.34,479277
"SONE
SONE",0.9961,0.2,0.2,,43592.24,478350
"BANDIT
BANDIT",0.07061,1.2,1.1,21.3,58353.99,478306
"Kroak on Kaspa
KROAK",0.0006952,11.2,12.2,32.6,29687.19,478256
"YfDAI.finance
YF-DAI",23.2,12.6,13.2,5.4,46569.49,477702
"Quidd
QUIDD",0.001729,0.0,1.0,48.8,3.9,477020
"SizeChat
SIZE",0.0005283,5.3,23.3,13.4,62620.91,477172
"Thorstarter
XRUNE",0.004177,0.2,0.1,26.4,20486.37,476865
"Patientory
PTOY",0.005568,,,,26.56,476263
"Infinity PAD
IPAD",0.0004782,,0.6,0.4,5.83,478168
"You Held
POV",0.0004855,4.0,42.0,,203756.0,476305
"ALF
ALF",0.054757,0.1,3.4,13.5,64969.42,475680
"ItronixAI
ITXS",0.0004747,4.0,1.7,37.8,56695.58,475277
"BSX
BSX",0.02835,12.2,16.0,0.9,391706.0,474574
"Genius
GENI",0.051583,0.1,107.9,41.9,2155.33,474522
"Sanin Inu
SANI",0.065355,0.2,3.0,1.5,2011.18,473164
"MAKE
MAKE",0.004885,,,,9.94,488541
"AIMX
AIMX",0.001198,0.6,17.0,11.2,5117.34,472652
"Edgeware
EDG",6.8e-05,0.0,8.6,2.7,189.06,472750
"DePlan
DPLN",0.08472,0.1,5.8,19.1,15169.22,472308
"TaskBunny
BNY",0.02043,0.0,12.0,12.0,339648.0,471882
"Professional Fighters League Fan Token
PFL",0.2385,0.0,0.7,9.0,70.17,471639
"Bazinga
BAZINGA",0.0005915,2.2,21.7,19.9,53666.86,471460
"DXAI.app by Virtuals
DXAI",0.000483,2.5,14.5,16.0,10325.88,470483
"Tamkin
TSLT",0.003699,0.0,3.6,6.8,32586.78,470436
"DOGELINK
DOGER",0.0004941,5.3,51.8,98.0,339914.0,469920
"Wanna Bot
WANNA",0.02409,0.0,0.4,7.0,174.12,469544
"Cairo Bank
CBANK",0.1454,0.1,3.4,11.0,2867.67,469109
"PULSR
$PULSR",0.0004686,0.4,7.3,32.1,6899.52,468598
"BitcoinZ
BTCZ",3.717e-05,0.0,11.6,34.1,562.6,468384
"Wpphmrmbdtrsj2p0eb69i
META",0.0004681,1.3,2.0,7.5,32790.04,468079
"Scala
XLA",3.388e-05,0.1,1.4,3.4,1110.92,468008
"MOONY
MOONY",0.0004673,0.1,4.3,7.8,5131.31,467207
"Moonwell Apollo
MFAM",0.0007805,0.6,1.9,8.5,96.56,466813
"Yieldification
YDF",0.000504,0.1,3.4,1.6,440.52,466848
"Heart Sparkle Mermaid
HSM",0.0004657,7.3,13.9,,521324.0,466344
"Humaniq
HMQ",0.00249,,,,18.18,468711
"Osiris
OSIRI",0.004892,23.4,34.8,64.9,15324.38,465691
"ClubMoon
CLUBMOON",0.0005476,0.1,5.8,15.7,3448.08,465522
"REV3AL
REV3L",0.001113,0.6,4.0,43.3,477.24,464846
"TreatDAO
TREAT",0.003719,,,,9.86,464848
"Top G
TOPG",0.0004645,0.2,0.0,11.0,2650.21,464492
"DeFido
DEFIDO",0.0005354,19.2,54.9,24.1,22494.37,464200
"Black Agnus
FTW",0.087738,0.6,2.6,127.2,11598.25,464254
"CUPSEY
CUPSEY",0.0004625,1.7,18.4,29.0,51865.35,463939
"Zyfi
ZFI",0.03122,0.3,1.5,9.7,532.5,463794
"ZKsync ERC20 Bridged DAI (zkSync)
DAI",0.9996,0.0,0.0,0.1,12862.46,463529
